Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.00    0.00     267/377666      my_malloc [17]
-----------------------------------------------
                0.00    0.00       2/2           alloc_and_load_rr_node_indices [33]
[38]     0.0    0.00    0.00       2         load_chan_rr_indices [38]
                0.00    0.00     244/377666      my_malloc [17]
-----------------------------------------------
                0.00    0.00       2/2           try_place [1]
[39]     0.0    0.00    0.00       2         comp_bb_cost [39]
                0.00    0.00      36/315200      get_bb_from_scratch [12]
-----------------------------------------------
                0.00    0.00     477/477         timing_driven_route_net [16]
[40]     0.0    0.00    0.00     477         update_route_tree [40]
                0.00    0.00      28/377666      my_malloc [17]
                0.00    0.00     477/477         load_rt_subtree_Tdel [82]
-----------------------------------------------
                0.00    0.00     477/222559      add_route_tree_to_heap [55]
                0.00    0.00  222082/222559      timing_driven_route_net [16]
[41]     0.0    0.00    0.00  222559         node_to_heap [41]
                0.00    0.00       8/377666      my_malloc [17]
                0.00    0.00       4/5           my_realloc [108]
-----------------------------------------------
                0.00    0.00       1/1           compute_delay_lookup_tables [6]
[42]     0.0    0.00    0.00       1         alloc_route_structs [42]
                0.00    0.00       8/377666      my_malloc [17]
                0.00    0.00       2/4           get_class_range_for_block [112]
                0.00    0.00       1/171         my_calloc [97]
-----------------------------------------------
                0.00    0.00       3/3           build_rr_graph [7]
[43]     0.0    0.00    0.00       3         alloc_and_load_pin_to_track_map [43]
                0.00    0.00       6/377666      my_malloc [17]
                0.00    0.00       4/437         alloc_matrix [86]
                0.00    0.00       4/430         free_matrix [88]
                0.00    0.00       2/2           alloc_matrix4 [120]
                0.00    0.00       2/5           alloc_matrix3 [107]
                0.00    0.00       2/171         my_calloc [97]
                0.00    0.00       2/4           free_matrix3 [111]
-----------------------------------------------
                0.00    0.00       1/1           build_rr_graph [7]
[44]     0.0    0.00    0.00       1         alloc_sblock_pattern_lookup [44]
                0.00    0.00       5/377666      my_malloc [17]
-----------------------------------------------
                0.00    0.00   19536/19536       timing_driven_route_net [16]
[45]     0.0    0.00    0.00   19536         add_to_mod_list [45]
                0.00    0.00       3/377666      my_malloc [17]
-----------------------------------------------
                0.00    0.00       1/1           compute_delay_lookup_tables [6]
[46]     0.0    0.00    0.00       1         alloc_timing_driven_route_structs [46]
                0.00    0.00       3/377666      my_malloc [17]
-----------------------------------------------
                0.00    0.00     477/477         timing_driven_route_net [16]
[47]     0.0    0.00    0.00     477         init_route_tree_to_source [47]
                0.00    0.00       1/377666      my_malloc [17]
-----------------------------------------------
                0.00    0.00     477/477         timing_driven_route_net [16]
[48]     0.0    0.00    0.00     477         update_traceback [48]
                0.00    0.00       1/377666      my_malloc [17]
-----------------------------------------------
                0.00    0.00       1/1           build_rr_graph [7]
[49]     0.0    0.00    0.00       1         alloc_and_load_rr_indexed_data [49]
                0.00    0.00       1/377666      my_malloc [17]
                0.00    0.00     264/26562       get_rr_node_index [64]
                0.00    0.00       2/2           load_rr_indexed_data_T_values [124]
-----------------------------------------------
                0.00    0.00       1/1           compute_delay_lookup_tables [6]
[50]     0.0    0.00    0.00       1         alloc_and_load_rr_node_route_structs [50]
                0.00    0.00       1/377666      my_malloc [17]
-----------------------------------------------
                0.00    0.00       1/1           alloc_and_load_timing_graph [28]
[51]     0.0    0.00    0.00       1         alloc_and_load_timing_graph_levels [51]
                0.00    0.00       1/377666      my_malloc [17]
                0.00    0.00    5604/5604        insert_in_int_list [70]
                0.00    0.00      57/57          alloc_ivector_and_copy_int_list [105]
                0.00    0.00       1/171         my_calloc [97]
                0.00    0.00       1/5           my_realloc [108]
                0.00    0.00       1/1           free_int_list [132]
-----------------------------------------------
                0.00    0.00       1/1           alloc_lookups_and_criticalities [5]
[52]     0.0    0.00    0.00       1         alloc_net_delay [52]
                0.00    0.00       1/377666      my_malloc [17]
                0.00    0.00     511/6904        my_chunk_malloc [69]
-----------------------------------------------
                0.00    0.00       1/1           compute_delay_lookup_tables [6]
[53]     0.0    0.00    0.00       1         alloc_route_tree_timing_structs [53]
                0.00    0.00       1/377666      my_malloc [17]
-----------------------------------------------
                                                 <spontaneous>
[54]     0.0    0.00    0.00                 ReadOptions [54]
                0.00    0.00       1/377666      my_malloc [17]
                0.00    0.00       4/1359        my_strdup [75]
                0.00    0.00       3/3           ProcessOption [113]
-----------------------------------------------
                0.00    0.00     477/477         timing_driven_route_net [16]
[55]     0.0    0.00    0.00     477         add_route_tree_to_heap [55]
                0.00    0.00     477/222559      node_to_heap [41]
                0.00    0.00     477/222559      get_timing_driven_expected_cost [57]
-----------------------------------------------
                0.00    0.00  638248/638248      try_swap [3]
[56]     0.0    0.00    0.00  638248         my_frand [56]
-----------------------------------------------
                0.00    0.00     477/222559      add_route_tree_to_heap [55]
                0.00    0.00  222082/222559      timing_driven_route_net [16]
[57]     0.0    0.00    0.00  222559         get_timing_driven_expected_cost [57]
-----------------------------------------------
                0.00    0.00  222082/222082      timing_driven_route_net [16]
[58]     0.0    0.00    0.00  222082         get_rr_cong_cost [58]
-----------------------------------------------
                0.00    0.00   78880/78880       add_rr_graph_C_from_switches [19]
[59]     0.0    0.00    0.00   78880         seg_index_of_cblock [59]
-----------------------------------------------
                0.00    0.00   65868/65868       add_rr_graph_C_from_switches [19]
[60]     0.0    0.00    0.00   65868         seg_index_of_sblock [60]
-----------------------------------------------
                0.00    0.00   29040/29040       build_rr_graph [7]
[61]     0.0    0.00    0.00   29040         get_seg_end [61]
-----------------------------------------------
                0.00    0.00   29040/29040       build_rr_graph [7]
[62]     0.0    0.00    0.00   29040         get_seg_start [62]
-----------------------------------------------
                0.00    0.00   29040/29040       get_track_to_ipins [23]
[63]     0.0    0.00    0.00   29040         is_cbox [63]
-----------------------------------------------
                0.00    0.00     264/26562       load_rr_indexed_data_T_values [124]
                0.00    0.00     264/26562       alloc_and_load_rr_indexed_data [49]
                0.00    0.00     956/26562       load_net_rr_terminals [78]
                0.00    0.00   25078/26562       build_rr_graph [7]
[64]     0.0    0.00    0.00   26562         get_rr_node_index [64]
-----------------------------------------------
                0.00    0.00   22465/22465       timing_driven_route_net [16]
[65]     0.0    0.00    0.00   22465         free_heap_data [65]
-----------------------------------------------
                0.00    0.00   22465/22465       timing_driven_route_net [16]
[66]     0.0    0.00    0.00   22465         get_heap_head [66]
-----------------------------------------------
                0.00    0.00   21912/21912       load_sblock_pattern_lookup [14]
[67]     0.0    0.00    0.00   21912         get_simple_switch_block_track [67]
-----------------------------------------------
                0.00    0.00   20292/20292       check_rr_graph [126]
[68]     0.0    0.00    0.00   20292         check_node [68]
-----------------------------------------------
                0.00    0.00       1/6904        build_rr_graph [7]
                0.00    0.00     511/6904        alloc_net_delay [52]
                0.00    0.00     511/6904        alloc_lookups_and_criticalities [5]
                0.00    0.00    5881/6904        alloc_and_load_timing_graph [28]
[69]     0.0    0.00    0.00    6904         my_chunk_malloc [69]
-----------------------------------------------
                0.00    0.00    5604/5604        alloc_and_load_timing_graph_levels [51]
[70]     0.0    0.00    0.00    5604         insert_in_int_list [70]
-----------------------------------------------
                0.00    0.00    1724/4966        alloc_and_load_timing_graph [28]
                0.00    0.00    3242/4966        check_netlist [29]
[71]     0.0    0.00    0.00    4966         is_opin [71]
-----------------------------------------------
                0.00    0.00       2/3774        XmlReadArch [34]
                0.00    0.00     229/3774        ProcessTypes [35]
                0.00    0.00    3543/3774        read_netlist [26]
[72]     0.0    0.00    0.00    3774         my_atoi [72]
-----------------------------------------------
                0.00    0.00     173/3302        ProcessTypes [35]
                0.00    0.00    3129/3302        read_netlist [26]
[73]     0.0    0.00    0.00    3302         FreeTokens [73]
-----------------------------------------------
                0.00    0.00     161/3287        ProcessTypes [35]
                0.00    0.00    3126/3287        read_netlist [26]
[74]     0.0    0.00    0.00    3287         CountTokens [74]
-----------------------------------------------
                0.00    0.00       1/1359        XmlReadArch [34]
                0.00    0.00       2/1359        ProcessTypes [35]
                0.00    0.00       4/1359        ReadOptions [54]
                0.00    0.00    1352/1359        read_netlist [26]
[75]     0.0    0.00    0.00    1359         my_strdup [75]
-----------------------------------------------
                0.00    0.00     954/954         timing_driven_route_net [16]
[76]     0.0    0.00    0.00     954         pathfinder_update_one_cost [76]
-----------------------------------------------
                0.00    0.00     120/551         ezxml_parse_str [130]
                0.00    0.00     431/551         ezxml_char_content [87]
[77]     0.0    0.00    0.00     551         ezxml_decode [77]
-----------------------------------------------
                0.00    0.00       1/478         build_rr_graph [7]
                0.00    0.00     100/478         compute_delay_lookup_tables [6]
                0.00    0.00     377/478         postscript [20]
[78]     0.0    0.00    0.00     478         load_net_rr_terminals [78]
                0.00    0.00     956/26562       get_rr_node_index [64]
-----------------------------------------------
                                 247             free_route_tree [79]
                0.00    0.00     477/477         timing_driven_route_net [16]
[79]     0.0    0.00    0.00     477+247     free_route_tree [79]
                                 247             free_route_tree [79]
-----------------------------------------------
                0.00    0.00     477/477         timing_driven_route_net [16]
[80]     0.0    0.00    0.00     477         free_traceback [80]
-----------------------------------------------
                0.00    0.00     477/477         timing_driven_route_net [16]
[81]     0.0    0.00    0.00     477         heapsort [81]
-----------------------------------------------
                                 166             load_rt_subtree_Tdel [82]
                0.00    0.00     477/477         update_route_tree [40]
[82]     0.0    0.00    0.00     477+166     load_rt_subtree_Tdel [82]
                                 166             load_rt_subtree_Tdel [82]
-----------------------------------------------
                0.00    0.00     477/477         timing_driven_route_net [16]
[83]     0.0    0.00    0.00     477         mark_ends [83]
-----------------------------------------------
                0.00    0.00     477/477         timing_driven_route_net [16]
[84]     0.0    0.00    0.00     477         reset_path_costs [84]
-----------------------------------------------
                0.00    0.00     477/477         timing_driven_route_net [16]
[85]     0.0    0.00    0.00     477         update_net_delays_from_route_tree [85]
-----------------------------------------------
                0.00    0.00       1/437         check_netlist [29]
                0.00    0.00       1/437         try_place [1]
                0.00    0.00       2/437         build_rr_graph [7]
                0.00    0.00       2/437         ProcessTypes [35]
                0.00    0.00       4/437         alloc_and_load_pin_to_track_map [43]
                0.00    0.00       6/437         alloc_and_load_grid [32]
                0.00    0.00       7/437         compute_delay_lookup_tables [6]
                0.00    0.00     414/437         alloc_and_load_timing_graph [28]
[86]     0.0    0.00    0.00     437         alloc_matrix [86]
-----------------------------------------------
                0.00    0.00     431/431         ezxml_parse_str [130]
[87]     0.0    0.00    0.00     431         ezxml_char_content [87]
                0.00    0.00     431/551         ezxml_decode [77]
-----------------------------------------------
                0.00    0.00       1/430         check_netlist [29]
                0.00    0.00       1/430         try_place [1]
                0.00    0.00       2/430         build_rr_graph [7]
                0.00    0.00       3/430         compute_delay_lookup_tables [6]
                0.00    0.00       4/430         alloc_and_load_pin_to_track_map [43]
                0.00    0.00       5/430         SetupVPR [25]
                0.00    0.00     414/430         alloc_and_load_timing_graph [28]
[88]     0.0    0.00    0.00     430         free_matrix [88]
-----------------------------------------------
                0.00    0.00     138/276         check_netlist [29]
                0.00    0.00     138/276         alloc_and_load_timing_graph [28]
[89]     0.0    0.00    0.00     276         load_one_fb_fanout_count [89]
-----------------------------------------------
                0.00    0.00       1/222         SetupVPR [25]
                0.00    0.00      18/222         XmlReadArch [34]
                0.00    0.00     203/222         ProcessTypes [35]
[90]     0.0    0.00    0.00     222         FreeNode [90]
                0.00    0.00     222/222         ezxml_cut [91]
-----------------------------------------------
                0.00    0.00     222/222         FreeNode [90]
[91]     0.0    0.00    0.00     222         ezxml_cut [91]
-----------------------------------------------
                                 444             ezxml_free [92]
                0.00    0.00       1/222         SetupVPR [25]
                0.00    0.00      18/222         XmlReadArch [34]
                0.00    0.00     203/222         ProcessTypes [35]
[92]     0.0    0.00    0.00     222+444     ezxml_free [92]
                0.00    0.00     222/222         ezxml_free_attr [93]
                                 444             ezxml_free [92]
-----------------------------------------------
                0.00    0.00     222/222         ezxml_free [92]
[93]     0.0    0.00    0.00     222         ezxml_free_attr [93]
-----------------------------------------------
                0.00    0.00     221/221         ezxml_parse_str [130]
[94]     0.0    0.00    0.00     221         ezxml_insert [94]
-----------------------------------------------
                0.00    0.00       2/183         ProcessCB_SB [117]
                0.00    0.00       6/183         Process_Fc [114]
                0.00    0.00       8/183         ProcessChanWidthDistrDir [118]
                0.00    0.00      27/183         XmlReadArch [34]
                0.00    0.00     140/183         ProcessTypes [35]
[95]     0.0    0.00    0.00     183         ezxml_attr [95]
-----------------------------------------------
                0.00    0.00       2/180         ProcessCB_SB [117]
                0.00    0.00       5/180         Process_Fc [114]
                0.00    0.00     173/180         GetNodeTokens [36]
[96]     0.0    0.00    0.00     180         ezxml_set_txt [96]
-----------------------------------------------
                0.00    0.00       1/171         alloc_route_structs [42]
                0.00    0.00       1/171         alloc_and_load_timing_graph_levels [51]
                0.00    0.00       2/171         alloc_and_load_pin_to_track_map [43]
                0.00    0.00       2/171         SetupVPR [25]
                0.00    0.00       3/171         check_netlist [29]
                0.00    0.00       3/171         add_rr_graph_C_from_switches [19]
                0.00    0.00       3/171         check_rr_graph [126]
                0.00    0.00       5/171         try_place [1]
                0.00    0.00       6/171         load_rr_indexed_data_T_values [124]
                0.00    0.00       7/171         ProcessTypes [35]
                0.00    0.00     138/171         alloc_and_load_timing_graph [28]
[97]     0.0    0.00    0.00     171         my_calloc [97]
-----------------------------------------------
                0.00    0.00     139/139         try_place [1]
[98]     0.0    0.00    0.00     139         comp_td_costs [98]
-----------------------------------------------
                0.00    0.00     139/139         check_netlist [29]
[99]     0.0    0.00    0.00     139         get_next_hash [99]
-----------------------------------------------
                0.00    0.00       4/125         ProcessChanWidthDistrDir [118]
                0.00    0.00      11/125         Process_Fc [114]
                0.00    0.00      26/125         XmlReadArch [34]
                0.00    0.00      84/125         ProcessTypes [35]
[100]    0.0    0.00    0.00     125         ezxml_set_attr [100]
-----------------------------------------------
                0.00    0.00     124/124         try_place [1]
[101]    0.0    0.00    0.00     124         load_net_slack [101]
-----------------------------------------------
                0.00    0.00     124/124         try_place [1]
[102]    0.0    0.00    0.00     124         load_timing_graph_net_delays [102]
-----------------------------------------------
                0.00    0.00     123/123         try_place [1]
[103]    0.0    0.00    0.00     123         load_criticalities [103]
-----------------------------------------------
                0.00    0.00     123/123         try_place [1]
[104]    0.0    0.00    0.00     123         update_screen [104]
-----------------------------------------------
                0.00    0.00      57/57          alloc_and_load_timing_graph_levels [51]
[105]    0.0    0.00    0.00      57         alloc_ivector_and_copy_int_list [105]
-----------------------------------------------
                0.00    0.00      18/43          XmlReadArch [34]
                0.00    0.00      25/43          ProcessTypes [35]
[106]    0.0    0.00    0.00      43         ezxml_child [106]
-----------------------------------------------
                0.00    0.00       1/5           ProcessTypes [35]
                0.00    0.00       2/5           alloc_and_load_pin_to_track_map [43]
                0.00    0.00       2/5           build_rr_graph [7]
[107]    0.0    0.00    0.00       5         alloc_matrix3 [107]
-----------------------------------------------
                0.00    0.00       1/5           alloc_and_load_timing_graph_levels [51]
                0.00    0.00       4/5           node_to_heap [41]
[108]    0.0    0.00    0.00       5         my_realloc [108]
-----------------------------------------------
                0.00    0.00       4/4           init_chan [123]
[109]    0.0    0.00    0.00       4         comp_width [109]
-----------------------------------------------
                0.00    0.00       1/4           free_rr_graph [122]
                0.00    0.00       1/4           free_net_delay [134]
                0.00    0.00       1/4           free_timing_graph [142]
                0.00    0.00       1/4           free_lookups_and_criticalities [133]
[110]    0.0    0.00    0.00       4         free_chunk_memory [110]
-----------------------------------------------
                0.00    0.00       2/4           alloc_and_load_pin_to_track_map [43]
                0.00    0.00       2/4           build_rr_graph [7]
[111]    0.0    0.00    0.00       4         free_matrix3 [111]
-----------------------------------------------
                0.00    0.00       2/4           alloc_route_structs [42]
                0.00    0.00       2/4           build_rr_graph [7]
[112]    0.0    0.00    0.00       4         get_class_range_for_block [112]
-----------------------------------------------
                0.00    0.00       3/3           ReadOptions [54]
[113]    0.0    0.00    0.00       3         ProcessOption [113]
-----------------------------------------------
                0.00    0.00       3/3           ProcessTypes [35]
[114]    0.0    0.00    0.00       3         Process_Fc [114]
                0.00    0.00      11/125         ezxml_set_attr [100]
                0.00    0.00       6/183         ezxml_attr [95]
                0.00    0.00       5/180         ezxml_set_txt [96]
-----------------------------------------------
                0.00    0.00       1/3           free_timing_graph [142]
                0.00    0.00       2/3           free_route_structs [135]
[115]    0.0    0.00    0.00       3         free_ivec_vector [115]
-----------------------------------------------
                0.00    0.00       3/3           build_rr_graph [7]
[116]    0.0    0.00    0.00       3         free_matrix4 [116]
-----------------------------------------------
                0.00    0.00       2/2           XmlReadArch [34]
[117]    0.0    0.00    0.00       2         ProcessCB_SB [117]
                0.00    0.00       2/183         ezxml_attr [95]
                0.00    0.00       2/180         ezxml_set_txt [96]
-----------------------------------------------
                0.00    0.00       2/2           XmlReadArch [34]
[118]    0.0    0.00    0.00       2         ProcessChanWidthDistrDir [118]
                0.00    0.00       8/183         ezxml_attr [95]
                0.00    0.00       4/125         ezxml_set_attr [100]
-----------------------------------------------
                0.00    0.00       2/2           check_netlist [29]
[119]    0.0    0.00    0.00       2         alloc_hash_table [119]
-----------------------------------------------
                0.00    0.00       2/2           alloc_and_load_pin_to_track_map [43]
[120]    0.0    0.00    0.00       2         alloc_matrix4 [120]
-----------------------------------------------
                0.00    0.00       2/2           check_netlist [29]
[121]    0.0    0.00    0.00       2         free_hash_table [121]
-----------------------------------------------
                0.00    0.00       2/2           compute_delay_lookup_tables [6]
[122]    0.0    0.00    0.00       2         free_rr_graph [122]
                0.00    0.00       1/4           free_chunk_memory [110]
                0.00    0.00       1/1           free_rr_node_indices [137]
-----------------------------------------------
                0.00    0.00       1/2           try_place [1]
                0.00    0.00       1/2           compute_delay_lookup_tables [6]
[123]    0.0    0.00    0.00       2         init_chan [123]
                0.00    0.00       4/4           comp_width [109]
-----------------------------------------------
                0.00    0.00       2/2           alloc_and_load_rr_indexed_data [49]
[124]    0.0    0.00    0.00       2         load_rr_indexed_data_T_values [124]
                0.00    0.00     264/26562       get_rr_node_index [64]
                0.00    0.00       6/171         my_calloc [97]
-----------------------------------------------
                0.00    0.00       1/2           read_netlist [26]
                0.00    0.00       1/2           print_place [148]
[125]    0.0    0.00    0.00       2         my_fopen [125]
-----------------------------------------------
                0.00    0.00       1/1           build_rr_graph [7]
[126]    0.0    0.00    0.00       1         check_rr_graph [126]
                0.00    0.00   20292/20292       check_node [68]
                0.00    0.00       3/171         my_calloc [97]
-----------------------------------------------
                0.00    0.00       1/1           alloc_and_load_timing_graph [28]
[127]    0.0    0.00    0.00       1         check_timing_graph [127]
-----------------------------------------------
                0.00    0.00       1/1           ezxml_parse_str [130]
[128]    0.0    0.00    0.00       1         ezxml_new [128]
-----------------------------------------------
                0.00    0.00       1/1           XmlReadArch [34]
[129]    0.0    0.00    0.00       1         ezxml_parse_file [129]
                0.00    0.00       1/1           ezxml_parse_str [130]
-----------------------------------------------
                0.00    0.00       1/1           ezxml_parse_file [129]
[130]    0.0    0.00    0.00       1         ezxml_parse_str [130]
                0.00    0.00     431/431         ezxml_char_content [87]
                0.00    0.00     221/221         ezxml_insert [94]
                0.00    0.00     120/551         ezxml_decode [77]
                0.00    0.00       1/1           ezxml_new [128]
                0.00    0.00       1/1           ezxml_str2utf8 [131]
-----------------------------------------------
                0.00    0.00       1/1           ezxml_parse_str [130]
[131]    0.0    0.00    0.00       1         ezxml_str2utf8 [131]
-----------------------------------------------
                0.00    0.00       1/1           alloc_and_load_timing_graph_levels [51]
[132]    0.0    0.00    0.00       1         free_int_list [132]
-----------------------------------------------
                0.00    0.00       1/1           try_place [1]
[133]    0.0    0.00    0.00       1         free_lookups_and_criticalities [133]
                0.00    0.00       1/4           free_chunk_memory [110]
                0.00    0.00       1/1           free_timing_graph [142]
-----------------------------------------------
                0.00    0.00       1/1           try_place [1]
[134]    0.0    0.00    0.00       1         free_net_delay [134]
                0.00    0.00       1/4           free_chunk_memory [110]
-----------------------------------------------
                0.00    0.00       1/1           compute_delay_lookup_tables [6]
[135]    0.0    0.00    0.00       1         free_route_structs [135]
                0.00    0.00       2/3           free_ivec_vector [115]
-----------------------------------------------
                0.00    0.00       1/1           compute_delay_lookup_tables [6]
[136]    0.0    0.00    0.00       1         free_route_tree_timing_structs [136]
-----------------------------------------------
                0.00    0.00       1/1           free_rr_graph [122]
[137]    0.0    0.00    0.00       1         free_rr_node_indices [137]
-----------------------------------------------
                0.00    0.00       1/1           compute_delay_lookup_tables [6]
[138]    0.0    0.00    0.00       1         free_rr_node_route_structs [138]
-----------------------------------------------
                0.00    0.00       1/1           build_rr_graph [7]
[139]    0.0    0.00    0.00       1         free_sblock_pattern_lookup [139]
-----------------------------------------------
                0.00    0.00       1/1           build_rr_graph [7]
[140]    0.0    0.00    0.00       1         free_seg_details [140]
-----------------------------------------------
                0.00    0.00       1/1           compute_delay_lookup_tables [6]
[141]    0.0    0.00    0.00       1         free_timing_driven_route_structs [141]
-----------------------------------------------
                0.00    0.00       1/1           free_lookups_and_criticalities [133]
[142]    0.0    0.00    0.00       1         free_timing_graph [142]
                0.00    0.00       1/4           free_chunk_memory [110]
                0.00    0.00       1/3           free_ivec_vector [115]
-----------------------------------------------
                0.00    0.00       1/1           compute_delay_lookup_tables [6]
[143]    0.0    0.00    0.00       1         free_trace_structs [143]
-----------------------------------------------
                0.00    0.00       1/1           try_place [1]
[144]    0.0    0.00    0.00       1         init_draw_coords [144]
-----------------------------------------------
                0.00    0.00       1/1           compute_delay_lookup_tables [6]
[145]    0.0    0.00    0.00       1         init_route_structs [145]
-----------------------------------------------
                0.00    0.00       1/1           SetupVPR [25]
[146]    0.0    0.00    0.00       1         my_srandom [146]
-----------------------------------------------
                0.00    0.00       1/1           place_and_route [2]
[147]    0.0    0.00    0.00       1         post_place_sync [147]
-----------------------------------------------
                0.00    0.00       1/1           place_and_route [2]
[148]    0.0    0.00    0.00       1         print_place [148]
                0.00    0.00       1/2           my_fopen [125]
-----------------------------------------------
                0.00    0.00       1/1           check_netlist [29]
[149]    0.0    0.00    0.00       1         start_hash_table_iterator [149]
-----------------------------------------------

 This table describes the call tree of the program, and was sorted by
 the total amount of time spent in each function and its children.

 Each entry in this table consists of several lines.  The line with the
 index number at the left hand margin lists the current function.
 The lines above it list the functions that called this function,
 and the lines below it list the functions this one called.
 This line lists:
     index	A unique number given to each element of the table.
		Index numbers are sorted numerically.
		The index number is printed next to every function name so
		it is easier to look up where the function is in the table.

     % time	This is the percentage of the `total' time that was spent
		in this function and its children.  Note that due to
		different viewpoints, functions excluded by options, etc,
		these numbers will NOT add up to 100%.

     self	This is the total amount of time spent in this function.

     children	This is the total amount of time propagated into this
		function by its children.

     called	This is the number of times the function was called.
		If the function called itself recursively, the number
		only includes non-recursive calls, and is followed by
		a `+' and the number of recursive calls.

     name	The name of the current function.  The index number is
		printed after it.  If the function is a member of a
		cycle, the cycle number is printed between the
		function's name and the index number.


 For the function's parents, the fields have the following meanings:

     self	This is the amount of time that was propagated directly
		from the function into this parent.

     children	This is the amount of time that was propagated from
		the function's children into this parent.

     called	This is the number of times this parent called the
		function `/' the total number of times the function
		was called.  Recursive calls to the function are not
		included in the number after the `/'.

     name	This is the name of the parent.  The parent's index
		number is printed after it.  If the parent is a
		member of a cycle, the cycle number is printed between
		the name and the index number.

 If the parents of the function cannot be determined, the word
 `<spontaneous>' is printed in the `name' field, and all the other
 fields are blank.

 For the function's children, the fields have the following meanings:

     self	This is the amount of time that was propagated directly
		from the child into the function.

     children	This is the amount of time that was propagated from the
		child's children to the function.

     called	This is the number of times the function called
		this child `/' the total number of times the child
		was called.  Recursive calls by the child are not
		listed in the number after the `/'.

     name	This is the name of the child.  The child's index
		number is printed after it.  If the child is a
		member of a cycle, the cycle number is printed
		between the name and the index number.

 If there are any cycles (circles) in the call graph, there is an
 entry for the cycle-as-a-whole.  This entry shows who called the
 cycle (as parents) and the members of the cycle (as children.)
 The `+' recursive calls entry shows the number of function calls that
 were internal to the cycle, and the calls entry for each member shows,
 for that member, how many times it was called from other members of
 the cycle.

Copyright (C) 2012-2014 Free Software Foundation, Inc.

Copying and distribution of this file, with or without modification,
are permitted in any medium without royalty provided the copyright
notice and this notice are preserved.

Index by function name

  [74] CountTokens            [77] ezxml_decode          [144] init_draw_coords
  [90] FreeNode               [92] ezxml_free            [145] init_route_structs
  [73] FreeTokens             [93] ezxml_free_attr        [47] init_route_tree_to_source
  [36] GetNodeTokens          [94] ezxml_insert           [21] insert_in_edge_list
 [117] ProcessCB_SB          [128] ezxml_new              [30] insert_in_hash_table
 [118] ProcessChanWidthDistrDir [129] ezxml_parse_file    [70] insert_in_int_list
 [113] ProcessOption         [130] ezxml_parse_str        [63] is_cbox
  [35] ProcessTypes          [100] ezxml_set_attr         [71] is_opin
 [114] Process_Fc             [96] ezxml_set_txt          [10] label_wire_muxes
  [27] ReadLineTokens        [131] ezxml_str2utf8         [38] load_chan_rr_indices
  [34] XmlReadArch           [110] free_chunk_memory     [103] load_criticalities
  [55] add_route_tree_to_heap [121] free_hash_table       [78] load_net_rr_terminals
  [19] add_rr_graph_C_from_switches [65] free_heap_data  [101] load_net_slack
  [45] add_to_mod_list       [132] free_int_list          [89] load_one_fb_fanout_count
  [24] alloc_and_load_edges_and_switches [115] free_ivec_vector [124] load_rr_indexed_data_T_values
  [32] alloc_and_load_grid   [133] free_lookups_and_criticalities [82] load_rt_subtree_Tdel
  [43] alloc_and_load_pin_to_track_map [88] free_matrix   [14] load_sblock_pattern_lookup
  [49] alloc_and_load_rr_indexed_data [111] free_matrix3 [102] load_timing_graph_net_delays
  [33] alloc_and_load_rr_node_indices [116] free_matrix4  [83] mark_ends
  [50] alloc_and_load_rr_node_route_structs [134] free_net_delay [72] my_atoi
  [37] alloc_and_load_seg_details [135] free_route_structs [97] my_calloc
  [28] alloc_and_load_timing_graph [79] free_route_tree   [69] my_chunk_malloc
  [51] alloc_and_load_timing_graph_levels [136] free_route_tree_timing_structs [125] my_fopen
 [119] alloc_hash_table      [122] free_rr_graph          [56] my_frand
 [105] alloc_ivector_and_copy_int_list [137] free_rr_node_indices [13] my_irand
   [5] alloc_lookups_and_criticalities [138] free_rr_node_route_structs [17] my_malloc
  [86] alloc_matrix          [139] free_sblock_pattern_lookup [108] my_realloc
 [107] alloc_matrix3         [140] free_seg_details      [146] my_srandom
 [120] alloc_matrix4         [141] free_timing_driven_route_structs [75] my_strdup
  [52] alloc_net_delay       [142] free_timing_graph      [41] node_to_heap
  [42] alloc_route_structs   [143] free_trace_structs     [76] pathfinder_update_one_cost
  [53] alloc_route_tree_timing_structs [80] free_traceback [147] post_place_sync
  [44] alloc_sblock_pattern_lookup [12] get_bb_from_scratch [20] postscript
  [46] alloc_timing_driven_route_structs [112] get_class_range_for_block [148] print_place
   [7] build_rr_graph         [66] get_heap_head          [26] read_netlist
  [29] check_netlist          [15] get_mst_of_net         [84] reset_path_costs
  [68] check_node             [99] get_next_hash          [59] seg_index_of_cblock
 [126] check_rr_graph         [58] get_rr_cong_cost       [60] seg_index_of_sblock
 [127] check_timing_graph     [64] get_rr_node_index     [149] start_hash_table_iterator
  [39] comp_bb_cost           [61] get_seg_end            [31] sync_nets_to_blocks
  [98] comp_td_costs          [62] get_seg_start          [16] timing_driven_route_net
   [4] comp_td_point_to_point_delay [67] get_simple_switch_block_track [1] try_place
 [109] comp_width             [57] get_timing_driven_expected_cost [3] try_swap
   [6] compute_delay_lookup_tables [23] get_track_to_ipins [9] update_bb
  [18] empty_heap              [8] get_track_to_tracks    [85] update_net_delays_from_route_tree
  [95] ezxml_attr             [22] get_unidir_opin_connections [40] update_route_tree
  [87] ezxml_char_content     [11] get_unidir_track_to_chan_seg [104] update_screen
 [106] ezxml_child            [81] heapsort               [48] update_traceback
  [91] ezxml_cut             [123] init_chan
